"Tag Summary Report"
"12/01/2024 00:00 - 01/01/2025 00:00"

Incident,"Ad Tag ID",Hash,"Tag Name","Scan Type","Hit Type","Scan Date","Scan ID",Example,csid,"Comment Type","Comment Text","Threat Behavior","Expected Behavior","Malware Condition","Named Threat","Resolution Reason"
TMT-20240206-JPV,pluto_tmt_cr_92189dadaf44a947ee47895a37be66b3,7d52b8edf4e032f68aa8a4cefcfb701a,pluto_tmt_mobile_501_241f084eb9285bd5629cac62a8306447|20048_RTB,Tag,"Out Of Browser Redirect","2024-12-31 10:57 +0000",124696760384,https://www.themediatrust.com?scsh=124696760384,3UKTJazF2CWw,"App Store Redirect iOS","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect iOS",,
TMT-20241223-KXF,pluto_tmt_cr_9a5eaa9b5d7642326d9c279bf4a46c8e,2b02afc437ea04dfefea3bbc7da6c486,pluto_tmt_mobile_736_RXg6zfpITbGAS3fpA01P_RTB,Tag,Resolved,"2024-12-31 10:48 +0000",124696621387,https://www.themediatrust.com?scsh=124696621387,3UKTFtK31v89,"Ad Fraud","The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Impression Fraud","Ad Fraud",,"Updating Conditions of Incident"
TMT-20240703-YMJ,pluto_tmt_cr_4895452152f57b1c461f7be57f2cf33b,fd061c932af4e57a2a623b328e1d6e02,pluto_tmt_mobile_141_362437_367_212562_RTB,Tag,Malicious,"2024-12-31 09:47 +0000",124695556701,https://www.themediatrust.com?scsh=124695556701,3UKSFacb2ud8,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240625-TAM,pluto_tmt_cr_089afb2440d222585bf92aad3b93db69,32ebe3dde83c208fe286562d12b7bb85,pluto_tmt_mobile_193_6250_66552_379080794|bd65bb04371f3ce0_RTB,Tag,"Malicious - Indirect Evidence","2024-12-31 09:13 +0000",124694979095,https://www.themediatrust.com?scsh=124694979095,3UKS5GEL21Mx,"DNE Domain","Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","DNE Domain",,
TMT-20241222-ERT,pluto_tmt_cr_9709b0ddd4745e9f3ed9331fb68f3b20,f3be1438332fc034506ac1d25520edd6,pluto_tmt_mobile_643_1ZAk2n8DLlT3W39M04IOHQ==_RTB,Tag,Scam/Fraud,"2024-12-31 09:12 +0000",124694946009,https://www.themediatrust.com?scsh=124694946009,3UKS4tBF2SjT,"Ad Fraud","The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Impression Fraud","Ad Fraud",,
TMT-20241223-KXF,pluto_tmt_cr_41d30ff17c37a5800278e39947d1d65b,fb7586d86e40f4180aa02c1f8d9be799,pluto_tmt_mobile_493_4983_UEFeXlEDD1MNWAtFDApSAggEEA0_RTB,Tag,Resolved,"2024-12-31 08:58 +0000",124694720644,https://www.themediatrust.com?scsh=124694720644,3UKRK3mW2oDV,"Ad Fraud","The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Impression Fraud","Ad Fraud",,"Updating Conditions of Incident"
TMT-20240501-FED,pluto_tmt_cr_d9ea6c6acf527fbbca7e98e3b465c378,f1ad4e26108d8ff9465a232ebc7448e7,pluto_tmt_mobile_300_498969982_RTB,Tag,"Out Of Browser Redirect","2024-12-31 08:32 +0000",124694296165,https://www.themediatrust.com?scsh=124694296165,3UKRAtZ52sGM,"App Store Redirect iOS","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect iOS",,
TMT-20240429-OMT,pluto_tmt_cr_fcfc8221a3d20afc38094ce8f42ae83a,b632e1b385ebed68fac968afc145ee44,pluto_tmt_mobile_299_561_176_CR51615457_RTB,Tag,Scam/Fraud,"2024-12-31 08:22 +0000",124694133990,https://www.themediatrust.com?scsh=124694133990,3UKR7uyf2XTC,"Ad Fraud","The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Impression Fraud","Ad Fraud",,
TMT-20231210-XUL,pluto_tmt_cr_68ba90b032958b75166db32734539c2e,888607380a60e40d555b6bde23e200e0,pluto_tmt_mobile_187_542464_RTB,Tag,"Out Of Browser Redirect","2024-12-31 07:57 +0000",124693686175,https://www.themediatrust.com?scsh=124693686175,3UKQJd2k2HYe,"App Store Redirect iOS","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect iOS",,
TMT-20240625-TAM,pluto_tmt_cr_97bd454c8cce3b9514e7fdabf05fe28e,da7ad8deebd1b078ff61b404bf919fb8,pluto_tmt_mobile_389_6250_66552_521095594_RTB,Tag,"Malicious - Indirect Evidence","2024-12-31 07:32 +0000",124693282856,https://www.themediatrust.com?scsh=124693282856,3UKQAwMn2Nei,"DNE Domain","Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","DNE Domain",,
TMT-20240503-MWB,pluto_tmt_cr_4039adab0530de31fa3cc6551e343d84,d887f1f5a97922ac5784ce6cba32b36e,pluto_tmt_mobile_314_120936_32_RTB,Tag,"Malicious - Indirect Evidence","2024-12-31 05:07 +0000",124690886338,https://www.themediatrust.com?scsh=124690886338,3UKN3E6q2tML,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240503-MWB,pluto_tmt_cr_3f2bf6f7b925e74b6c9e5fba037b7fe8,0c1d7c146396b5e6eae166a8129870b3,pluto_tmt_mobile_193_121230_61|bb5922498f6d7478_RTB,Tag,"Malicious - Indirect Evidence","2024-12-31 05:02 +0000",124690817083,https://www.themediatrust.com?scsh=124690817083,3UKN1oee2Vww,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20241217-MEF,pluto_tmt_cr_82aa0321430be38a1d0a01e3985880f7,051101354519b674925076af2229564c,pluto_tmt_mobile_681_df4be1696000f04bb96fc2f17a51fcc9|40065_RTB,Tag,Scam/Fraud,"2024-12-31 04:51 +0000",124690635279,https://www.themediatrust.com?scsh=124690635279,3UKMGzA92nK1,"Ad Fraud","The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Impression Fraud","Ad Fraud",,
TMT-20241223-KXF,pluto_tmt_cr_b11943095da4af7d8645e2ca86112ccd,02dffac4df8ae803792cc983dfe4e24e,pluto_tmt_mobile_108_3650|OJ74DPgX6HfzJOTHHeNS_RTB,Tag,Resolved,"2024-12-31 04:43 +0000",124690518161,https://www.themediatrust.com?scsh=124690518161,3UKMEG4h17Mj,"Ad Fraud","The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Impression Fraud","Ad Fraud",,"Updating Conditions of Incident"
TMT-20240424-UAH,pluto_tmt_cr_2ac51acabc643f7c412caabec573ec3c,4d237be63e86646a62ed7b53c7d1904c,pluto_tmt_mobile_193_3490:CR51519067|95915de15e158839_RTB,Tag,"Out Of Browser Redirect","2024-12-31 04:18 +0000",124690110955,https://www.themediatrust.com?scsh=124690110955,3UKM6YAq1xDS,"App Store Redirect Android","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect Android",,
TMT-20230609-VMQ,pluto_tmt_cr_f7ccb521fac0fff430f51925a68d0794,d3f7e376d30ed7791c592e843cb197b6,pluto_tmt_mobile_159_121045_4_94_RTB,Tag,"Malicious - Indirect Evidence","2024-12-31 04:16 +0000",124690110660,https://www.themediatrust.com?scsh=124690110660,3UKM68Em1KUY,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
