Incident,Ad Tag ID,Hash,Tag Name,Scan Type,Hit Type,Scan Date,Scan ID,Example,csid,Tag Status,Start Date,End Date,Pause,Priority,Publisher Name,Provider Account,Public Deck,Comment Type,Comment Text,Threat Behavior,Expected Behavior,Malware Condition
TMT-20240820-XQN,1735868034434008787,f486044848bf47ccb4e90aa22eb8c095,TMT|banner$$20250103$$bidease_dsp$$fyberdisplay$$3226|2669fc00115c9bi$$_RTB,Tag,Out Of Browser Redirect,2025-01-03 01:41 +0000,124770640415,https://www.themediatrust.com?scsh=124770640415,3ULYDgB42NUr,Paused,03/01/2025,03/01/2025,t,3,fyberdisplay,bidease_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=9a45ea1a2c310f15e2a6a048bae55265,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240730-RPC,1735867778694383919,132b41007bf56ed74a0d374afa0fbf23,TMT|banner$$20250103$$bidease_dsp$$unityads$$45-d669fbf8b35f71i_47$$_RTB,Tag,Scam/Fraud,2025-01-03 01:39 +0000,124770593128,https://www.themediatrust.com?scsh=124770593128,3ULYCzXR2eK6,Paused,03/01/2025,03/01/2025,t,3,unityads,bidease_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=4b9815f8b25441affad6cbac60100136,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240703-YMJ,1735867864860526452,a20efecb2a8826bac099a5943ef22842,TMT|banner$$20250103$$algorix_dsp$$fyberdisplay$$543caf71f5385c559ba3bbfcfa3f8f4c$$_RTB,Landing Page,Malicious,2025-01-03 01:38 +0000,124770570885,https://www.themediatrust.com?scsh=124770570885,3ULYChU12NXU,Paused,03/01/2025,03/01/2025,t,3,fyberdisplay,algorix_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=13e23118b1fcdcbf30506479e1ab4acf,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240113-ZSK,1735787355877924152,4d76329fd94bc9cca04df2df52ceeea3,TMT|banner$$20250102$$magnite_dsp$$applovinalx$$4016:8018518$$_RTB,Landing Page,Scam/Fraud,2025-01-03 01:34 +0000,124770484082,https://www.themediatrust.com?scsh=124770484082,3ULYBdDS1kQc,Expired,02/01/2025,02/01/2025,f,99,applovinalx,magnite_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=c6c91be88ec15f250ce7710f31a75d04,Scam,This content is a phishing/credential theft scam enticing users to enter personal information that is then leveraged in the future to harm the consumer or the corporate entity the consumer works for.,Scams,Phishing,Scam
TMT-20240703-YMJ,1735867602956754634,e79686463e2ea1386784cd2be10dcf8d,TMT|banner$$20250103$$bidease_dsp$$unityads$$tredio_128995|152PA232055$$_RTB,Landing Page,Malicious,2025-01-03 01:32 +0000,124770467536,https://www.themediatrust.com?scsh=124770467536,3ULYAytN1tf3,Paused,03/01/2025,03/01/2025,t,3,unityads,bidease_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=a451d14560e6e618059720bd411ba723,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240415-AHQ,1735867575178893305,f5749c0f9af8d1c4d2059f7108dd0f2e,TMT|banner$$20250103$$magnite_dsp$$mvungle$$2760:176_CR51807545$$_RTB,Tag,Out Of Browser Redirect,2025-01-03 01:32 +0000,124770467013,https://www.themediatrust.com?scsh=124770467013,3ULYAxf81Mkk,Paused,03/01/2025,03/01/2025,t,99,mvungle,magnite_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=46f9327921a149b3a5e073af22a8a056,App Store Redirect iOS,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect iOS
TMT-20240703-YMJ,1735867503048579580,008cd97ce5d07537a300850a222ce370,TMT|banner$$20250103$$bidease_dsp$$inmobibrand$$232055$$_RTB,Landing Page,Malicious,2025-01-03 01:32 +0000,124770464832,https://www.themediatrust.com?scsh=124770464832,3ULYB27e1f9V,Paused,03/01/2025,03/01/2025,t,3,inmobibrand,bidease_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=d7b14e23d5c4745fe0703279146bcaf8,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240730-RPC,1735867338994049818,eccdcf9049cf01985f01294e7a80bf79,TMT|banner$$20250103$$bidease_dsp$$fyberdisplay$$45-2669fc00115c9bi_47$$_RTB,Tag,Scam/Fraud,2025-01-03 01:28 +0000,124770383890,https://www.themediatrust.com?scsh=124770383890,3ULY9sfg1fmZ,Paused,03/01/2025,03/01/2025,t,3,fyberdisplay,bidease_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=a57896f2ec6c5dec27208297b4365de8,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20241213-LXJ,1735867126776478407,a4f94bdd5e95068da8e32736d179e33c,TMT|banner$$20250103$$almaty_dsp$$prebid$$e41356bfff2fa12ed23fb31f40b67d97$$_RTB,Tag,Malicious,2025-01-03 01:24 +0000,124770294606,https://www.themediatrust.com?scsh=124770294606,3ULY8S6s1XHq,Paused,03/01/2025,03/01/2025,t,3,prebid,almaty_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=077b33abc1f5f7014f39ac505853ebb2,GhostCat - 3PC,"GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,GhostCat - 3PC
TMT-20241222-ERT,1735866991266756731,312fa76d339df8fa83ded13a1b073c04,TMT|banner$$20250103$$aceexchange_dsp$$prebid$$TQagVx76k02rV2vJn0ypWg==$$_RTB,Tag,Scam/Fraud,2025-01-03 01:22 +0000,124770249330,https://www.themediatrust.com?scsh=124770249330,3ULY7uzZ1BXF,Paused,03/01/2025,03/01/2025,t,99,prebid,aceexchange_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=c07ef1728b128d98825ac8114bf77b82,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240625-TAM,1735866356106671197,c48941b0fefdf445c317f14b7183adc5,TMT|banner$$20250103$$bidease_dsp$$ignitemintegral$$1:175810125$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-03 01:12 +0000,124770042054,https://www.themediatrust.com?scsh=124770042054,3ULY4wMb1T87,Paused,03/01/2025,03/01/2025,t,3,ignitemintegral,bidease_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=ae98bcf6b1297a909e9aabf9e201013a,DNE Domain,"Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ",Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),DNE Domain
TMT-20240703-YMJ,1735866243840269913,f5c10c3bc779495528bf333d5416bfaa,TMT|banner$$20250103$$bidease_dsp$$unity$$232055$$_RTB,Landing Page,Malicious,2025-01-03 01:11 +0000,124769994169,https://www.themediatrust.com?scsh=124769994169,3ULY4PGQ2hdR,Paused,03/01/2025,03/01/2025,t,3,unity,bidease_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=6642327c5e2e2e1f1f2b467848007a7f,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240703-YMJ,1735865774185859045,8dc9452a9dd64de4b59559c96e2ab8a4,TMT|banner$$20250103$$bidease_dsp$$unity$$tredio_128995|152PA232055$$_RTB,Landing Page,Malicious,2025-01-03 01:02 +0000,124769814445,https://www.themediatrust.com?scsh=124769814445,3ULY1i4L14Ph,Paused,03/01/2025,03/01/2025,t,3,unity,bidease_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=247c3ed5968c0196248b32df28e078c8,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240625-TAM,1735865653954411932,1eee820cfd56cd36c5afe6b766da6ed7,TMT|banner$$20250103$$bidease_dsp$$bidmachine$$1:175810124$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-03 01:00 +0000,124769777483,https://www.themediatrust.com?scsh=124769777483,3ULY1Ecv262j,Paused,03/01/2025,03/01/2025,t,3,bidmachine,bidease_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=c8e01f1fb337ba6d3d2a15ed58b19863,DNE Domain,"Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ",Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),DNE Domain
TMT-20240625-TAM,1735865568645477078,f64fa33bb85c5f20ce4b66dd5daff10e,TMT|banner$$20250103$$bidease_dsp$$fyberdisplay$$1:175506969$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-03 01:00 +0000,124769757965,https://www.themediatrust.com?scsh=124769757965,3ULY1Eq21Zf5,Paused,03/01/2025,03/01/2025,t,3,fyberdisplay,bidease_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=39278039ccf96cc912d89924a72f58be,DNE Domain,"Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ",Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),DNE Domain
TMT-20241222-ERT,1735865439212342454,c11fccdb826da52b655c4107229d133b,TMT|banner$$20250103$$aceexchange_dsp$$prebid$$zV4MVe1Z9NeYW1m6JVqKZA==$$_RTB,Tag,Scam/Fraud,2025-01-03 00:56 +0000,124769685161,https://www.themediatrust.com?scsh=124769685161,3ULXJX8h1Do8,Paused,03/01/2025,03/01/2025,t,99,prebid,aceexchange_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=387df20fd746fc2e21ca07cc3329f334,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240202-WNB,1735865294705483191,1184365b3f9330757e18e31619968d91,TMT|banner$$20250103$$magnite_dsp$$mvungle$$5248:9660357$$_RTB,Tag,Out Of Browser Redirect,2025-01-03 00:55 +0000,124769641632,https://www.themediatrust.com?scsh=124769641632,3ULXHvdv1Mbm,Paused,03/01/2025,03/01/2025,t,99,mvungle,magnite_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=f00d27f792ce2452cf894fc9809c7948,App Store Redirect Android,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect Android
